Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Odo1,Odo2,Odo3,Odo4,Odo5,Odo6,Odo7,Odo8,Odo9,Odo10,Odo11,Odo12,Odo13,Odo14,Odo15,Odo16,Odo17,Odo18,Odo19,Odo20,RouteUsage,Branded,Xst1,Xst2,Xst3,Xst4,Xst5,Xst6,Xst7,Xst8,Xst9,Xst10,Xst11,Xst12,Xst13,Xst14,Xst15,Xst16,Xst17,Xst18,Xst19,Xst20,Zst
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,9.125,10.25,12.75,13,13.75,0,0.125,0.125,2.125,2.375,0,0,1.625,3.875,4,6.375,6.625,6.75,7.75,9.125,1.09,1,74,83,103,105,111,1,2,2,18,20,1,1,14,32,33,52,54,55,63,74,85
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.125,0.75,1.875,2,5.25,6.75,8,8.375,9.75,11.125,11.625,14.25,14.875,0,0.25,0.25,1.375,1.875,2.125,2.5,0.99,1,2,7,16,17,43,55,65,68,79,90,94,115,120,1,3,3,12,16,18,21,75
0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,7.125,0,2.375,3.125,8.875,0,0.875,1.25,1.375,0,1,2,0,0.75,3.25,4.25,4.5,4.75,0,0,0.82,0,58,1,20,26,72,1,8,11,12,1,9,17,1,7,27,35,37,39,1,1,58
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,6,7.75,8,9.75,9.875,10.125,10.375,0,0.125,0,0.875,3.875,5.875,6.125,0,2,2.25,5.25,6.625,6.625,0.42,1,49,63,65,79,80,82,84,1,2,1,8,32,48,50,1,17,19,43,54,54,18
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,4,4.125,4.125,4.25,5,0,2.375,2.625,2.875,3.125,0,0.25,0.375,2.625,4,4.125,4.25,0,0.625,1.21,1,1,33,34,34,35,41,1,20,22,24,26,1,3,4,22,33,34,35,1,6,97
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,11.375,13.375,14.625,0,0.625,0.75,2.5,3.75,7.375,10.125,14.5,14.5,14.625,20,0,0.75,0.75,0.75,2.75,3,0.51,1,92,108,118,1,6,7,21,31,60,82,117,117,118,161,1,7,7,7,23,25,27
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4.875,5.5,7.5,8.625,0,1.25,1.75,2.75,3.625,4.625,5.375,6.5,0,1.25,2.875,2.875,2.875,3.125,3.375,5.625,1.18,1,40,45,61,70,1,11,15,23,30,38,44,53,1,11,24,24,24,26,28,46,94
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,11.625,14.75,16.625,17.875,25,0,0.75,4,9.875,10,11.125,20.5,22.75,0,1.5,3.75,4.25,4.875,7.375,7.75,0.47,1,94,119,134,144,201,1,7,33,80,81,90,165,183,1,13,31,35,40,60,63,23
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,8.875,9.625,0,1.75,1.75,2.25,3.25,3.375,3.875,11.25,16.375,0,2.375,3,3.5,3.875,5.5,5.75,6.625,7.375,0.62,0,72,78,1,15,15,19,27,28,32,91,132,1,20,25,29,32,45,47,54,60,38
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,2.125,2.125,3.875,6.625,8.5,11,13.375,0,0,0,1,1.125,1.75,6.875,12.25,18.25,0,0.75,10.125,0,0.33,1,18,18,32,54,69,89,108,1,1,1,9,10,15,56,99,147,1,7,82,1,9
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6.125,8.25,0,0,0.625,3.5,0,3,4.375,6,8.5,9.375,9.875,10,10,0,0.25,1,1.5,2,0.89,1,50,67,1,1,6,29,1,25,36,49,69,76,80,81,81,1,3,9,13,17,65
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2.375,0,2,9.25,9.5,10.375,10.75,13.75,14.5,22.875,0,7.125,9.5,10,13.25,22.125,0,2.5,5.75,6.375,0.43,1,20,1,17,75,77,84,87,111,117,184,1,58,77,81,107,178,1,21,47,52,19
1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2.625,11.75,0,1.75,3.25,6.125,7.75,14.75,16.5,0,8.75,23.125,25,0,1.5,7.375,7.5,8.375,11.75,16.75,0.29,1,22,95,1,15,27,50,63,119,133,1,71,186,201,1,13,60,61,68,95,135,5
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8.25,9.125,10.5,12.125,12.75,14.125,15.75,15.75,16.125,0,0.875,0.875,2.125,5.375,6.25,6.25,7,7.125,9.375,9.5,0.98,1,67,74,85,98,103,114,127,127,130,1,8,8,18,44,51,51,57,58,76,77,74
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,4.375,4.625,0,10.375,13,15.75,0,0.625,0,1.5,0,0.625,1.25,6.375,7.375,11,14.75,0,0,1.5,0.6,0,36,38,1,84,105,127,1,6,1,13,1,6,11,52,60,89,119,1,1,13,36
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3.125,3.375,5.125,6.125,7.375,9.875,10.125,10.25,11,0,0.375,1,1.5,3.625,3.625,4,4.875,4.875,5.125,8.125,0.91,1,26,28,42,50,60,80,82,83,89,1,4,9,13,30,30,33,40,40,42,66,67
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0.375,0.5,0.75,1.125,1.125,4.5,6.875,7.75,9.75,0,0.625,0,0,0.5,0.5,0.625,3.875,4.25,5.5,6.25,0.63,0,4,5,7,10,10,37,56,63,79,1,6,1,1,5,5,6,32,35,45,51,39
1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,2.875,2.875,3.125,5.375,5.5,7.25,9.5,9.75,0,0.625,1.75,0,0,2,2.625,5.5,6.125,6.125,12.625,0,0.88,1,24,24,26,44,45,59,77,79,1,6,15,1,1,17,22,45,50,50,102,1,64
1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,2,6.625,0,0.125,3.875,0,0.125,0.625,4.5,5.875,0,9.75,0,1.125,12.125,0,4.625,8.125,13.625,16.125,0.27,0,17,54,1,2,32,1,2,6,37,48,1,79,1,10,98,1,38,66,110,130,3
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6.75,0,1.125,1.25,1.625,4.375,4.75,6.125,6.75,7.25,0,0,0.125,0.625,1.875,3.375,4,4,4,4,1.16,0,55,1,10,11,14,36,39,50,55,59,1,1,2,6,16,28,33,33,33,33,92
1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.375,0,2.5,0,0.25,0.25,0.75,1.25,1.25,1.5,1.5,1.875,0,0.875,1.125,1.375,0,0.75,1,1.05,0,1,12,1,21,1,3,3,7,11,11,13,13,16,1,8,10,12,1,7,9,81
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3.5,3.875,4.375,4.875,6.875,9,12.625,15.75,0,0,0.25,0.375,1.625,0,1.875,3.25,4.75,5.375,7.875,8,1,0,29,32,36,40,56,73,102,127,1,1,3,4,14,1,16,27,39,44,64,65,76
1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1.625,3.125,4.5,0,0.125,0.375,0,1.25,1.25,1.625,1.75,2,4,0,0.125,0.625,0.75,1.25,0,1.07,1,1,14,26,37,1,2,4,1,11,11,14,15,17,33,1,2,6,7,11,1,83
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9.5,12.625,12.625,13,16.125,18.5,0,0.625,3.25,5.25,5.75,6,7.125,8.625,8.75,9.875,0,0.5,0.5,1.375,0.63,1,77,102,102,105,130,149,1,6,27,43,47,49,58,70,71,80,1,5,5,12,39
1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5.75,6.875,0,0,0.375,0.375,1.125,0,0.25,2,2.25,2.75,3,4.375,4.75,6.75,9.875,0,2.875,3.125,0.87,0,47,56,1,1,4,4,10,1,3,17,19,23,25,36,39,55,80,1,24,26,63
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4,6.625,6.875,7.875,9.25,9.25,14.5,17.375,18.125,0,0.25,0.875,1.75,3.125,4.875,5,5.5,8.875,9.625,11.5,0.83,1,33,54,56,64,75,75,117,140,146,1,3,8,15,26,40,41,45,72,78,93,59
0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1.625,0,0.375,1,2.25,2.625,0,0,0,3.125,3.625,0,4.5,5.5,6.5,11.875,12,0,3.875,5.125,0.78,0,14,1,4,9,19,22,1,1,1,26,30,1,37,45,53,96,97,1,32,42,54
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,19.875,19.875,21.125,0,1.5,2,4.75,7,7.75,12.125,0,3.5,3.5,6.75,8.25,11.625,0,1.875,2.125,2.625,0.52,1,160,160,170,1,13,17,39,57,63,98,1,29,29,55,67,94,1,16,18,22,28
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8.625,0,3.5,4.375,9.5,10.625,0,0.75,1.375,3.125,6.25,6.5,7,8.125,10.875,0,0,2.25,2.375,2.375,0.5,0,70,1,29,36,77,86,1,7,12,26,51,53,57,66,88,1,1,19,20,20,26
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16.375,18.625,19.375,0,1.25,1.625,1.625,3.375,4.125,5.75,6,10.375,10.625,13.875,14.375,16.625,0,1.375,1.625,2.125,0.7,1,132,150,156,1,11,14,14,28,34,47,49,84,86,112,116,134,1,12,14,18,46
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10.625,11.375,11.75,12.875,0,0,0.875,2.125,5.875,6.25,8.625,9.25,10,10.625,11.5,14.25,14.375,15.5,16.375,0.47,1,81,86,92,95,104,1,1,8,18,48,51,70,75,81,86,93,115,116,125,132,23
1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1.875,2.375,3.5,0,0,1.625,1.75,0,0.375,0,0.25,0,0,1.125,0,0.5,0.5,0.625,0.625,2.125,1.06,0,16,20,29,1,1,14,15,1,4,1,3,1,1,10,1,5,5,6,6,18,82
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.875,5.125,5.625,6.25,0,1.75,2.125,2.125,2.25,2.875,2.875,5.125,0,0.125,2.5,3.5,3.5,3.75,3.75,4.25,1.24,1,24,42,46,51,1,15,18,18,19,24,24,42,1,2,21,29,29,31,31,35,100
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,6.25,7.75,8.25,11.25,13.375,13.625,0,3.75,11,0,4.875,6.75,7.625,8.25,0,0.5,4.75,5.625,6.25,0,0.28,1,51,63,67,91,108,110,1,31,89,1,40,55,62,67,1,5,39,46,51,1,4
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,9.5,9.5,11.25,11.75,12.375,14.25,16.75,17.5,0,0,0.25,1.5,1.625,1.75,1.875,0,0.875,3.375,8.5,9.75,0.79,1,77,77,91,95,100,115,135,141,1,1,3,13,14,15,16,1,8,28,69,79,55
1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,9.625,14,0,0.625,3.25,0,2.375,4.625,12.25,12.375,15.25,16.875,0,2.25,2.25,4.625,5.375,0,2.875,0,0.33,1,78,113,1,6,27,1,20,38,99,100,123,136,1,19,19,38,44,1,24,1,9
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.125,2.25,3.5,0,0,2.625,3.5,5.125,5.375,5.625,5.625,6.5,6.875,8.125,8.25,8.875,9.5,9.625,10,10.125,1.06,1,18,19,29,1,1,22,29,42,44,46,46,53,56,66,67,72,77,78,81,82,82
1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.75,2.625,2.75,4,4,0,0.375,3.5,0,1,2.25,2.375,0,0.125,0.375,3.25,3.625,0,1.5,1.875,1.24,0,7,22,23,33,33,1,4,29,1,9,19,20,1,2,4,27,30,1,13,16,100
1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,2.25,5.75,0,1,8.75,9.25,11.375,0,1.125,1.125,9.25,0,4.25,4.625,0,1,4.5,11,0,0.31,1,1,19,47,1,9,71,75,92,1,10,10,75,1,35,38,1,9,37,89,1,7
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,2,2.5,3.625,5.375,6.5,7.25,7.25,7.5,0,0.375,0.625,1.5,0,0.125,0.875,0.875,2.375,3,1.19,1,9,17,17,21,30,44,53,59,59,61,1,4,6,13,1,2,8,8,20,25,95
1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1.125,10.5,0,8.375,13.875,0,4.875,6.75,9.125,0,3.125,10,11.75,18.125,0,0.75,0.875,12.75,0,0.625,0.26,0,10,85,1,68,112,1,40,55,74,1,26,81,95,146,1,7,8,103,1,6,2
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5.375,8.125,8.125,9.875,0,0.625,0.875,1.375,1.875,2,2.125,4.25,6.25,9.25,0,0.375,0.75,2.5,3.375,4.125,0.94,0,44,66,66,80,1,6,8,12,16,17,18,35,51,75,1,4,7,21,28,34,70
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.25,2.125,2.375,0,0.5,0.75,4.25,5,6,8,9.125,9.125,9.125,9.75,13.5,13.625,14.25,14.875,1.04,1,1,1,3,18,20,1,5,7,35,41,49,65,74,74,74,79,109,110,115,120,80
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,5.5,0,1.5,5.25,5.5,5.5,5.75,7.125,8.625,8.625,0,1,2.75,4.375,9,10.125,0,0.125,1.875,3.75,0.78,1,45,1,13,43,45,45,47,58,70,70,1,9,23,36,73,82,1,2,16,31,54
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.75,0,0.25,0.25,0.375,3.375,4.25,6.375,7.75,8.125,9.25,9.375,10.125,10.25,0,0.375,0.875,1,1.375,1.14,0,1,7,1,3,3,4,28,35,52,63,66,75,76,82,83,1,4,8,9,12,90
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13,13.25,14.25,14.25,15.125,0,0,0.625,1.375,1.75,2.5,2.5,2.5,2.75,3.125,3.125,4.875,4.875,0,0,1.15,1,105,107,115,115,122,1,1,6,12,15,21,21,21,23,26,26,40,40,1,1,91
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0.5,2.375,2.5,3.875,3.875,4.25,4.875,6.375,0,0.25,0.25,0.625,0,1,2.875,3.5,6,6.625,7.875,0.88,0,1,5,20,21,32,32,35,40,52,1,3,3,6,1,9,24,29,49,54,64,64
1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,23.5,24.375,0,0.25,4.125,7.25,7.75,9.375,10.5,12.625,0,2.25,6.875,0,2,3.625,3.875,4.5,9.25,0,0.38,1,189,196,1,3,34,59,63,76,85,102,1,19,56,1,17,30,32,37,75,1,14
1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,6,7.25,8.125,0,4,0,1.875,3.25,6,0,0.375,0,1.375,2.125,2.375,2.5,11.25,13.625,0,0,0.46,0,49,59,66,1,33,1,16,27,49,1,4,1,12,18,20,21,91,110,1,1,22
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1.75,2.5,3.875,3.875,6.375,7.75,9.75,17,0,0.75,2.125,3,3.5,3.5,5.75,6,6.875,10.875,0,0.375,0.43,1,15,21,32,32,52,63,79,137,1,7,18,25,29,29,47,49,56,88,1,4,19
1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,3.125,9.125,12.875,0,3.875,5.5,6.5,24.75,0,2.125,0,0.875,3.625,5.75,6,6.75,8.375,13.5,15.625,0,0.29,1,26,74,104,1,32,45,53,199,1,18,1,8,30,47,49,55,68,109,126,1,5
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,14.375,14.5,14.75,0,4.75,7.25,7.625,8.375,11.875,0,0.875,1.625,5.625,8.75,0,0.75,0,4.875,5,0,0.35,1,116,117,119,1,39,59,62,68,96,1,8,14,46,71,1,7,1,40,41,1,11
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2.875,3.375,3.5,6.25,6.25,7.25,8.5,10.125,10.625,12.875,0,0.125,1.5,0,0.75,1,1.75,3,3.875,4,0.87,1,24,28,29,51,51,59,69,82,86,104,1,2,13,1,7,9,15,25,32,33,63
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.25,0,1.5,1.75,3.5,3.625,3.75,5.875,7,7.125,8.25,8.25,9.25,10.875,0,0.5,0.875,1.625,1.875,2.375,1.19,1,3,1,13,15,29,30,31,48,57,58,67,67,75,88,1,5,8,14,16,20,95
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1.75,6.75,7.625,10,10,0,0.25,1.25,2,3.375,5.625,6.25,7.5,7.5,0,1.75,3,3,0.6,0,1,9,15,55,62,81,81,1,3,11,17,28,46,51,61,61,1,15,25,25,36
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,5.625,5.875,8.5,0,2.5,4.875,4.875,12.625,12.75,13.875,17.875,19,0,1.625,2.125,4,4.375,0,0,1,0.66,0,46,48,69,1,21,40,40,102,103,112,144,153,1,14,18,33,36,1,1,9,42
0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,2.75,0,0,1.25,2.625,0,2.5,0,0.125,1.5,2.5,0,0.125,0.875,1,2.5,2.625,0,0.5,2,1.24,0,23,1,1,11,22,1,21,1,2,13,21,1,2,8,9,21,22,1,5,17,100
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2.875,5.125,8.125,8.125,9.75,10.875,11.25,11.875,0,0,0.25,0.375,2.5,2.5,3.375,3.5,3.5,3.75,4,4,1.2,1,24,42,66,66,79,88,91,96,1,1,3,4,21,21,28,29,29,31,33,33,96
1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,4,6.125,6.125,7.25,7.5,8,8.875,10,10.125,0,1.625,0,0,0,0,4,0,0,0.375,0,0.93,0,33,50,50,59,61,65,72,81,82,1,14,1,1,1,1,33,1,1,4,1,69
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,7.25,7.75,8.75,9,9,9.375,9.375,9.375,10.625,10.75,10.875,10.875,12,12,12.75,13,15.625,15.625,0,0.375,1.24,1,59,63,71,73,73,76,76,76,86,87,88,88,97,97,103,105,126,126,1,4,100
0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8.125,0,0,1.5,1.5,1.875,0,0.125,0.875,1.125,2.5,5.125,0,1.5,1.625,1.625,2.375,3.125,3.625,3.625,1.02,0,66,1,1,13,13,16,1,2,8,10,21,42,1,13,14,14,20,26,30,30,78
1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,6.125,6.375,0,3.625,8.125,8.75,9.125,11.875,11.875,13.625,16,0,0,0.125,6.25,0,0.5,1.625,1.75,3.375,0.59,1,50,52,1,30,66,71,74,96,96,110,129,1,1,2,51,1,5,14,15,28,35
0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0,0,0,1.375,0,4.5,5.25,0,3.375,3.75,4,4.625,4.625,0,0.375,2.75,0,0.375,0.75,0.91,0,7,1,1,1,12,1,37,43,1,28,31,33,38,38,1,4,23,1,4,7,67
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,2.875,0,3,5.125,8.625,8.625,9.5,13.5,0,3.375,4.875,6.875,8.375,11.5,15.375,0,0,0.125,0,0,0.49,0,24,1,25,42,70,70,77,109,1,28,40,56,68,93,124,1,1,2,1,1,25
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0.375,0.75,1.875,4.125,4.375,5.25,5.375,5.625,5.75,0,0,1,1.75,1.75,3.625,0,1.125,0,3.25,0,0.54,0,4,7,16,34,36,43,44,46,47,1,1,9,15,15,30,1,10,1,27,1,30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,0.875,1.25,1.75,3,3.75,4.875,4.875,5.5,5.875,6.5,9.875,12.75,12.75,12.875,12.875,12.875,0,1,1.25,0.93,1,5,8,11,15,25,31,40,40,45,48,53,80,103,103,104,104,104,1,9,11,69
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,11,11.375,11.625,11.875,13.375,0,2.125,2.375,2.875,3.5,0,0.375,0,1.5,3.875,4.75,7.125,9.25,0,0.625,0.78,1,89,92,94,96,108,1,18,20,24,29,1,4,1,13,32,39,58,75,1,6,54
1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1.375,1.625,3.75,4.375,4.75,0,0.25,0.875,2.125,2.625,5.875,0,0.875,0,1.25,0,0,8.125,8.25,0.66,0,1,12,14,31,36,39,1,3,8,18,22,48,1,8,1,11,1,1,66,67,42
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.875,1.5,1.625,1.75,2.625,2.625,5.125,6.125,7.125,7.625,7.75,7.75,7.75,0,0.375,2,3.375,3.625,6.125,7,0.85,1,8,13,14,15,22,22,42,50,58,62,63,63,63,1,4,17,28,30,50,57,61
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0.625,1,1.75,2.25,2.625,2.875,3.5,5.25,5.375,5.875,6.5,0,0.25,0.25,0.375,1,0,0.5,0,0.75,1,1,6,9,15,19,22,24,29,43,44,48,53,1,3,3,4,9,1,5,1,7,76
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7.25,10.5,10.5,13,0,0,1.5,1.5,2.875,2.875,4,4.375,5.25,0,0.375,1.25,2.125,7.5,7.5,8.25,0.83,1,59,85,85,105,1,1,13,13,24,24,33,36,43,1,4,11,18,61,61,67,59
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,11.125,14.125,14.125,16.875,18.25,18.25,19,0,0.375,0,0.625,1.625,2,4,4.5,4.875,5.375,6.625,7.875,8.75,0.8,1,90,114,114,136,147,147,153,1,4,1,6,14,17,33,37,40,44,54,64,71,56
