id,black,hispanic,female,uniqueTime,grad4yr,gradHS,schoolt,logwage,asvabAR,asvabCS,asvabMK,asvabNO,asvabPC,asvabWK
284,1,0,1,3208,0,1,7,1.719266,-1.704297,-2.145551,-1.914259,-2.423526,-1.315201,-1.089519
285,0,0,0,3209,0,1,1.916667,2.516426,-.3108169,.0484708,-.4375725,-.4514855,-1.581518,-.0950966
287,0,0,0,3206,0,1,2.583333,2.405078,-.6140885,-.2676307,-.4375725,.1002486,-1.315201,-.8043188
288,0,0,1,3201,0,1,3.666667,2.553781,.2364881,-.2676307,.4914127,.7623295,-1.569847,-1.089519
296,0,1,1,3211,1,1,6.25,1.621945,-.9173601,.153838,-1.263337,-.5618324,-1.581518,-2.113522
304,0,0,0,3209,0,1,7.083333,3.105063,.5989979,-.1622635,.2849715,-.1204451,.5490189,.7888345
307,0,0,1,3206,1,1,8.333333,2.485449,1.10445,.0484708,1.317177,-2.241724,1.34797,.2363776
311,0,0,0,3208,1,1,7.166667,2.722223,.9022695,-.0568964,.181751,1.203717,.2827018,.3468689
315,0,0,1,3210,0,1,3,1.909627,-.2097264,-1.972746,-.6440136,-.3411387,-.4847125,-.6475536
321,0,0,0,3201,0,1,1.583333,2.739501,-.512998,-1.972746,.5946333,-1.33426,.5490189,.7888345
322,0,0,1,3205,1,1,8.25,3.158274,-1.220632,-1.356526,-.0246902,-.6721792,.815336,1.053068
323,0,0,0,3208,0,1,6.5,2.999772,.7000884,.6806738,1.317177,.7623295,.815336,1.341291
332,0,0,0,3210,1,1,7.916667,2.235767,.9022695,1.125868,1.626839,1.203717,1.34797,1.451783
333,0,0,1,3203,0,1,3,2.181561,.032704,-.1622635,.4914127,.7099326,-.7825667,.0153948
336,1,0,0,3209,1,1,8.916667,3.022101,.4979073,.0484708,.8010744,.9830231,-.5162496,.2363776
337,0,0,0,3204,0,1,5.333333,3.201096,1.407722,1.312877,1.420398,1.203717,-.2135829,.7888345
338,0,0,1,3207,1,1,9.166667,3.027183,1.407722,-.1622635,1.317177,1.203717,.815336,1.009817
339,0,0,1,3202,1,1,5.666667,3.115129,1.407722,-.1622635,1.420398,1.203717,-.2499325,.4573603
340,0,0,0,3211,1,1,10.91667,3.062372,-.8162696,.2592051,-.0632254,.5416358,-.5162496,-1.264531
362,0,1,1,3207,0,1,3.833333,1.819459,.2957263,-1.356526,.8010744,.0833853,.815336,.5017526
366,0,1,1,3203,1,1,9.416667,2.395736,.9413188,.8914081,.2849715,1.09337,-.7825667,-.6475536
367,0,1,0,3205,0,1,4,2.044688,.2364881,-.7944665,.181751,-.2307919,.5490189,.0266794
368,0,1,1,3207,0,1,4.083333,1.866359,-.8162696,-.478365,-.9536754,.7623295,-1.048884,-1.064046
372,0,1,0,3205,0,1,1.833333,2.299132,-.8162696,.4164813,.181751,.8726763,-.5162496,-1.494152
382,0,0,1,3210,1,1,9.666667,2.255309,-.6140885,-1.463883,-.1279108,.7623295,.5490189,.4573603
386,0,1,0,3205,0,1,3.75,2.878563,-.2097264,-.007122,.8010744,.4671518,.0163846,-1.064046
392,0,1,0,3210,0,1,9.25,2.213493,1.609903,1.429891,1.110736,1.203717,1.081653,1.451783
393,0,1,0,3202,0,1,8.833333,1.845089,-.6140885,.0484708,-1.469778,.1002486,-.5162496,-.0950966
396,0,0,0,3202,1,1,6.916667,2.976706,.1946357,-.2676307,.0308714,.5416358,.2827018,.6783431
404,0,0,0,3208,1,1,6.083333,2.311317,-.7292075,.3645723,-.9536754,-.0221957,-.5162496,-.4265708
408,1,0,0,3206,0,1,7.25,2.121649,-.9173601,.4164813,-.0632254,1.09337,.815336,.8993259
415,0,0,1,3211,1,1,5.083333,2.381192,-1.726084,-1.215935,-1.160117,-1.732707,-.5162496,-.462339
416,0,0,1,3204,1,1,9.416667,3.76914,1.710994,2.264454,1.626839,1.203717,1.34797,1.451783
417,0,0,1,3206,1,1,4.333333,2.95848,-.4031622,.3645723,-.3343519,.5416358,-1.581518,.2363776
425,0,0,1,3203,1,1,6.583333,2.432875,1.609903,1.312877,1.317177,1.09337,1.081653,1.2308
426,0,1,1,3211,0,1,1.75,1.484517,-1.726084,-1.708851,-1.997634,-2.053932,-1.941432,-1.541246
434,0,0,0,3207,0,1,2.666667,2.699504,-.1086359,-1.005201,-.7994112,-.782526,-2.114152,.6783431
438,0,1,0,3208,0,1,2.083333,2.022398,-.512998,-.2321756,-1.469778,-1.092532,-.7825667,-.2894487
441,0,1,0,3210,0,0,1,1.439623,-1.422813,-.7944665,-2.089102,-2.053932,-1.941432,-1.089519
454,0,1,0,3203,0,1,3.583333,1.488414,.4979073,-.0568964,-.0246902,.6519827,.2827018,.3468689
459,0,1,1,3205,0,1,9.083333,1.739728,-.3108169,.153838,-.8504548,.1002486,-.2499325,-.205588
461,0,1,1,3208,0,1,3.916667,1.523045,-1.350373,-.3729979,-1.572999,-.0221957,-.2499325,-2.113522
464,0,1,1,3212,0,1,2.666667,1.909627,-.3108169,.0484708,-.3343519,.2105954,-.5162496,-1.420993
471,0,1,0,3204,0,1,.8333333,2.304056,-1.422813,-1.296613,-.6440136,-1.440562,-1.004498,-.9790277
472,0,1,1,3210,1,1,8.583333,2.272533,-.6140885,-.478365,-1.469778,.226687,-1.048884,.2363776
475,0,1,0,3208,0,1,3.75,1.973311,-1.350373,-1.886338,-1.160117,-1.33426,-1.048884,-.5370622
482,1,0,0,3204,0,1,2.083333,2.942811,-1.726084,-.4568678,-1.469778,.7099326,-.2499325,1.009817
483,0,1,0,3209,1,1,7.916667,2.538368,1.432763,.9967753,1.317177,1.09337,1.34797,1.009817
484,0,1,1,3203,1,1,8.833333,2.538236,.1946357,.6806738,1.007516,.7623295,.5490189,.4573603
503,0,0,0,3211,1,1,8.833333,2.316757,-.2097264,-.478365,-.4375725,.5786229,-.2135829,1.009817
508,0,1,0,3203,0,0,2.083333,1.932514,-1.321722,.153838,-1.469778,-1.223913,-2.200619,.4573603
511,0,1,0,3210,0,1,2.416667,2.052436,-.1086359,-.2321756,-1.249383,.1002486,-2.38047,-.5370622
522,0,1,0,3210,0,0,3.25,2.041203,-1.220632,-2.145551,-1.160117,-.5618324,-1.048884,-.6432742
524,0,1,0,3203,0,1,1.75,4.190229,.1946357,-.2676307,-.0246902,.431289,-1.048884,-1.641976
528,0,0,1,3202,0,1,7,2.19809,-.5486919,-.0568964,-.4375725,-.1204451,1.081653,.4573603
529,0,1,1,3207,1,1,7.416667,2.0602,1.609903,-.2676307,1.110736,.6519827,.815336,1.451783
534,0,1,1,3212,0,1,1.416667,2.228081,-.9173601,-.3729979,-.4375725,.431289,-.2499325,-.5370622
535,0,0,1,3206,1,1,9.166667,3.363625,1.407722,.4164813,1.317177,.5416358,.5490189,.3468689
536,0,1,0,3211,0,1,7.416667,2.367843,-.2097264,-1.532037,-.9536754,-1.440562,-1.048884,-.205588
538,0,0,1,3203,0,1,2.083333,2.181561,-.512998,-1.532037,-1.572999,-.7028038,-1.847835,-.2894487
544,0,0,0,3209,1,1,6.666667,2.778657,1.812084,1.724347,1.420398,1.203717,.5490189,1.2308
551,0,0,0,3211,1,1,7.416667,2.759511,1.040917,.9450853,.5946333,.9441569,1.081653,.8993259
557,0,1,1,3212,1,1,7.5,1.995805,.1946357,.4164813,.181751,-.2307919,.815336,.5017526
562,0,1,1,3210,0,1,3.25,1.902728,-.9173601,-.9264082,-1.263337,-.782526,.0163846,-1.641976
568,0,0,0,3201,0,1,1.666667,2.650824,-.2097264,.4699395,-.3343519,.1002486,.8968619,-.6475536
571,0,0,0,3201,0,1,2.333333,2.486521,-1.546988,-2.90181,-1.77944,-2.679269,-2.114152,-1.494152
576,0,0,0,3212,0,1,5,2.601836,-.9173601,.0484708,.181751,-1.665301,.2827018,.0266794
578,0,0,0,3211,0,1,3.083333,1.488414,-1.16983,1.523611,.2849715,.8726763,-1.048884,1.2308
579,0,0,1,3205,1,1,6,2.010787,-.9173601,.4699395,-.6440136,-1.33426,.815336,1.009817
580,0,0,0,3206,0,1,2.416667,1.776096,-.6140885,-1.296613,-.9536754,.1002486,.5490189,.0153948
584,0,0,1,3211,1,1,8.583333,2.538236,1.407722,-.3729979,1.007516,.2105954,.815336,.2363776
585,0,0,1,3208,1,1,9.75,2.049389,1.306632,-.007122,1.420398,1.09337,1.081653,.7888345
590,0,0,0,3202,0,1,1.666667,1.469182,1.812084,1.589068,1.626839,1.203717,.815336,.8993259
591,0,1,1,3211,1,1,5,1.439623,.4979073,-1.022809,.4914127,-.2307919,.815336,.2363776
598,0,1,0,3207,1,1,2.25,2.709664,-1.16983,.3645723,.2849715,-.782526,-.5162496,-.5370622
599,0,1,1,3202,0,1,4.166667,2.518504,-1.16983,.153838,-.3343519,-.2307919,.0163846,.0153948
605,0,1,1,3209,0,1,.1666667,1.611053,-.9848635,.1427471,-.4247392,-.6721792,-.5162496,-.5370622
608,0,0,0,3208,0,1,6.333333,1.823524,.032704,.5753067,.2174807,-.4514855,.815336,1.378258
610,0,0,1,3201,0,1,3.75,1.972715,-.512998,.0484708,-.1279108,-.1204451,-.2499325,.3468689
618,0,1,0,3211,0,1,2.25,2.272533,-.1086359,-.6890993,.5946333,.8726763,.5490189,.3058536
619,0,1,0,3206,0,1,1.916667,2.387025,-.8162696,.153838,-1.160117,-1.33426,-1.847835,-1.177633
630,0,0,0,3207,0,1,2.916667,2.593451,1.407722,-.478365,.8010744,1.203717,.815336,.0266794
633,0,0,1,3203,1,1,7.75,3.009905,1.609903,.9450853,1.317177,.431289,1.34797,.7888345
635,0,0,1,3205,0,1,6.916667,2.437856,1.10445,-2.145551,-.0632254,-1.665301,.8968619,1.009817
640,0,0,0,3204,0,1,5.666667,2.991009,-.2097264,-.0568964,-.0246902,-.5457495,.2827018,-.2894487
643,0,0,0,3208,1,1,5,2.362691,.5989979,.9450853,1.007516,1.203717,.2827018,.6783431
648,0,0,0,3210,0,1,2.25,3.221461,-.4031622,-1.296613,-.9536754,-.7028038,-1.941432,-.5370622
654,0,0,1,3209,1,1,6.75,2.066123,1.407722,-.478365,1.007516,.1002486,.2827018,.8993259
660,0,1,1,3204,0,0,1.416667,1.898945,.5989979,.6806738,-.3343519,-.20105,1.081653,.6783431
661,0,1,0,3212,0,1,1.5,2.195745,-.9120901,-.478365,-1.469778,.1002486,-.7825667,-1.177633
662,0,1,0,3203,0,1,.6666667,2.23393,-2.029356,-2.475602,-1.914259,-2.053932,-1.278433,-1.90282
666,0,0,1,3205,1,1,7.833333,2.794793,1.432763,.9450853,1.317177,1.203717,1.081653,.6783431
667,0,0,1,3212,1,1,7.25,2.304621,.2957263,.4699395,.5719132,1.09337,.2827018,-.6432742
672,1,0,1,3210,1,1,5.916667,1.399272,-.6140885,-.478365,-.4375725,-.0100983,-.7825667,-.6475536
673,1,0,0,3212,1,1,5.75,2.745792,.1946357,.4164813,.4914127,.8726763,.815336,.7888345
694,0,1,0,3201,0,1,4.666667,2.056287,.4979073,.3645723,-.0246902,.5786229,.5490189,.6783431
700,1,0,1,3202,0,1,.3333333,3.074704,-1.624994,-2.760919,-2.089102,-2.423526,-2.114152,-2.113522
706,0,0,0,3206,0,1,3.083333,2.577456,.4979073,.1427471,-.9536754,-.5618324,-.2499325,.3468689
717,1,0,0,3212,0,1,3.166667,1.719266,-1.827175,-2.90181,-1.469778,-1.794757,-2.114152,-1.641976
719,1,0,0,3212,1,1,8.75,2.741177,.6852139,.3645723,.8010744,1.09337,.815336,.3468689
720,0,0,0,3209,0,1,3.5,2.546473,.1946357,.3645723,.5946333,-.2644852,1.081653,1.2308
722,0,0,0,3204,0,1,8.666667,2.142226,1.407722,1.589068,1.420398,.9441569,1.34797,1.2308
723,0,1,0,3206,0,1,5,2.825918,-.1086359,.5846285,-.8504548,.7099326,.0163846,.0153948
725,1,0,1,3202,1,1,7.833333,3.823775,1.040917,1.312877,1.144946,1.203717,.815336,1.009817
729,1,0,0,3208,1,1,7.083333,2.360715,.2957263,.2592051,.8010744,.6519827,.0163846,.6783431
731,0,0,0,3204,1,1,7.25,3.720226,1.710994,.9450853,1.626839,1.09337,1.081653,.6783431
737,0,0,0,3204,0,1,6.75,2.550164,.6852139,1.372266,.8010744,1.203717,.5490189,.8993259
738,0,0,0,3210,1,1,9.5,2.639855,.9022695,.786041,1.420398,1.203717,.5490189,1.009817
739,0,0,1,3207,1,1,11.58333,1.909627,1.667297,1.523611,1.420398,.5416358,1.34797,1.2308
741,0,0,1,3207,1,1,7.583333,2.531882,.032704,.153838,.2174807,1.203717,.8968619,1.009817
742,0,0,1,3210,1,1,6.5,2.68147,1.407722,1.946647,.8010744,1.09337,1.34797,.7888345
745,0,0,0,3201,1,1,6.833333,2.610002,1.609903,.4699395,1.317177,1.09337,1.34797,1.2308
746,0,0,0,3210,0,1,5.5,3.144372,1.609903,1.312877,1.420398,1.203717,1.081653,.8993259
752,1,0,0,3208,0,1,3.583333,1.464316,-2.080924,-.478365,-1.469778,-1.440562,-.7825667,-2.113522
754,0,1,0,3212,0,1,1.416667,2.447186,.5989979,.6806738,.4914127,.1002486,.5490189,.3468689
757,0,0,1,3212,1,1,8.583333,2.802894,.1043074,-.3729979,.2849715,.431289,1.081653,.7888345
763,0,0,0,3210,1,1,10.16667,1.862366,1.609903,1.372266,1.317177,1.203717,1.081653,1.451783
765,0,1,0,3202,0,1,3.583333,2.948135,.2957263,.1721622,-.4375725,-.1204451,.5490189,.4573603
774,0,1,1,3211,0,1,6.166667,2.132771,.032704,-.0568964,1.007516,.6519827,-.2499325,.0153948
778,0,0,1,3205,1,1,5.75,2.015675,1.800805,.6806738,1.373903,1.203717,1.34797,1.451783
789,0,0,0,3203,0,1,2.166667,1.833281,-.8162696,.8276221,-.1279108,-.4514855,-.4847125,.4573603
791,0,0,1,3206,1,1,4.833333,2.473875,-.512998,.3126106,.4914127,.8726763,.815336,.6783431
794,0,0,0,3201,1,1,14.16667,2.520411,1.609903,.6806738,.8010744,.8396902,1.081653,1.053068
798,0,0,0,3201,1,1,8.75,2.921682,1.812084,1.946647,1.626839,1.203717,1.081653,.6783431
800,0,0,0,3206,1,1,7.75,3.130457,1.407722,1.946647,1.007516,1.203717,.2827018,.7888345
805,0,0,0,3201,0,1,2.416667,2.765234,.5989979,-1.215935,.2849715,.1002486,-.2499325,-.9790277
806,0,0,0,3201,0,1,2.25,2.602774,-.512998,-1.886338,-1.77944,-.3567581,-.7461132,-.1303965
807,0,1,1,3201,0,1,2.416667,1.439623,-.2097264,1.429891,.181751,.6519827,.2827018,.0153948
808,0,1,0,3202,0,1,4.083333,2.256757,-.1086359,-1.005201,-.3343519,-1.223913,-.5162496,.4573603
813,1,0,1,3209,0,1,6.5,2.709664,-.1086359,-.3729979,.181751,.7623295,.0163846,-.2894487
816,1,0,1,3201,0,1,2.75,1.419421,-1.220632,-.0568964,-1.584559,-1.251821,-2.200619,-3.078364
819,1,0,0,3210,0,1,2.416667,2.114939,-.6140885,-1.215935,.2849715,1.09337,.5490189,.7888345
821,1,0,1,3210,0,1,2.583333,1.552212,-.9848635,-.3729979,-1.997634,-1.113567,-1.569847,-1.641976
824,0,1,1,3206,0,1,2.5,2.334035,-.6140885,-.7944665,-.4375725,-.2644852,-.7825667,-.738288
825,0,1,1,3204,1,1,8.416667,2.233521,-.6140885,-.1622635,-.9536754,-.5618324,-.2499325,-.9790277
828,0,0,1,3208,1,1,7.25,2.504334,-.1086359,-.007122,.2849715,-.8479859,.815336,-.205588
839,0,0,1,3207,1,1,4.916667,2.917375,1.609903,1.252667,1.317177,1.203717,.815336,1.341291
842,0,0,0,3210,1,1,7.083333,1.758077,-.2097264,-.5626587,.2849715,.0833853,.5490189,.7888345
844,0,0,1,3206,1,1,5.25,3.151257,-.3108169,.8914081,-.4375725,.2105954,.0163846,-1.494152
846,0,1,1,3211,1,1,6.166667,2.555514,-.2942341,-.0568964,.0308714,-1.00322,.2827018,-.1303965
847,1,0,0,3202,0,1,2.916667,2.209269,.1946357,.8914081,.4635329,.9830231,.815336,.3468689
852,0,0,0,3204,0,1,1.333333,1.906497,.1946357,-.3729979,-.9536754,.3209422,-1.315201,-.9790277
855,0,0,1,3204,1,1,5.666667,2.620365,.4979073,1.125868,1.317177,.8726763,.5490189,1.009817
856,0,0,0,3209,0,1,3.5,2.636172,-.6140885,-.5626587,-.1279108,-.7028038,-1.048884,.7755756
859,0,0,0,3205,0,1,2.416667,1.441622,-.9173601,-.7944665,-1.263337,-.2644852,-.5162496,-.6475536
879,0,0,1,3204,1,1,9.5,3.402812,-1.16983,.0484708,-.9536754,-.0100983,.2827018,-1.177633
884,0,0,0,3212,0,1,7.083333,3.169685,-.9173601,-.2676307,.2849715,.7623295,.5490189,.3468689
893,0,1,0,3202,0,1,7.666667,1.741328,-.2097264,-.007122,-.9536754,-1.00322,.815336,.4573603
894,0,1,0,3206,1,1,7.166667,3.608677,-.2097264,-.478365,.181751,.9830231,-.7461132,-.4265708
905,0,1,1,3202,0,0,2.5,1.439623,-.1086359,.0484708,-1.263337,-.5618324,.5490189,.4573603
915,0,0,1,3201,1,1,6.666667,2.657468,-.1086359,1.589068,1.007516,.9830231,.5490189,.6783431
916,0,0,1,3208,1,1,6.833333,3.428319,-.1086359,1.312877,1.420398,-.2644852,.5490189,.7888345
918,0,0,0,3204,0,1,5.416667,3.851336,1.609903,.4164813,1.626839,1.203717,.1149735,1.2308
933,0,0,1,3204,1,1,6.916667,2.543104,.7000884,-1.215935,1.007516,.2105954,1.081653,1.341291
935,0,1,1,3209,1,1,7.916667,3.018602,1.040917,.153838,.4635329,.9830231,1.34797,.8993259
939,0,0,1,3201,0,1,2.25,2.580857,-.7292075,1.523611,-.1279108,.226687,.2827018,-.0950966
940,0,0,0,3203,1,1,9.416667,2.355914,1.667297,.9967753,1.626839,1.09337,1.34797,1.2308
945,0,0,1,3201,0,1,4.083333,2.293283,1.609903,.4699395,1.420398,1.09337,.815336,1.2308
949,0,0,1,3204,1,1,6.583333,2.28981,-.2097264,.5846285,-.4375725,.0833853,-.5162496,-.738288
956,0,0,0,3208,1,1,5.916667,2.365865,.9022695,.1427471,.0308714,1.09337,1.081653,.8993259
962,0,0,0,3210,0,1,5.166667,1.600136,.1043074,.153838,.181751,-1.440562,.815336,1.009817
964,0,1,1,3201,0,1,7.166667,2.882534,1.609903,1.589068,1.420398,1.09337,1.34797,.8993259
971,0,0,1,3210,1,1,6.5,2.68147,-.6140885,.4699395,-.1279108,-1.092532,.815336,.4573603
972,0,0,0,3206,1,1,8.833333,2.624108,1.609903,1.312877,1.420398,1.203717,.1149735,.2363776
974,0,0,0,3212,1,1,9.083333,3.346347,1.812084,.9967753,1.420398,1.203717,1.081653,1.2308
975,0,0,0,3212,0,1,6,2.778657,.032704,-.007122,-.0246902,-1.33426,-.2499325,.2363776
976,0,0,0,3212,0,1,5.75,2.818641,-.7292075,-.7944665,-.9536754,-1.440562,.5490189,.4573603
979,0,0,1,3204,1,1,5.166667,3.663382,1.812084,1.589068,1.626839,1.203717,1.34797,1.009817
980,0,0,0,3201,1,1,5.333333,3.454526,.4979073,1.589068,1.317177,.8726763,.5490189,1.2308
984,0,1,1,3204,1,1,6.166667,2.867888,-.9173601,-.1622635,.2849715,.1002486,.815336,-1.420993
986,0,0,1,3203,0,1,4.166667,2.150048,1.609903,.0484708,1.144946,.9830231,.815336,.4573603
988,0,0,1,3206,1,1,10.16667,2.633243,-.3108169,-.2321756,-.3343519,-1.00322,.5490189,1.009817
995,0,1,1,3206,0,1,.5,2.426543,.2364881,-1.022809,-.4247392,-.5457495,.815336,-.0950966
996,0,0,1,3204,0,1,7.916667,2.915516,-.1086359,-.478365,-.1279108,-1.00322,.0163846,-.5370622
997,0,0,0,3205,0,1,3.166667,3.21217,.9413188,.9967753,1.144946,1.09337,-.2135829,.2363776
999,0,0,0,3211,0,1,3.916667,1.926361,.346973,-.6890993,-1.469778,-.5618324,.2827018,.7755756
