scuid,ratio,dist,crime,income,moved,scennum,altnum,wave,mvcost,family,norms,homecost,size,taxes,schqual,withincitymove,copyhome,blkscen
127011,-5.703783,-3.5,0,-.597837,-1,4,1,2,0,0,0,0,0,0,0,0,0,12
127011,.8472978,1.5,0,1.098612,0,4,3,2,0,-1,0,0,0,0,0,0,0,12
127011,6.684612,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
127011,5.298317,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
127011,6.684612,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
127011,5.298317,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
127011,0,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
127011,-1.504077,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
127011,1.252763,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
127011,-.6931472,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
127011,1.609438,-5,0,-.0953102,-1,1,1,2,0,0,0,-.0953102,0,0,-1,0,0,17
127011,1.386294,0,0,0,0,1,3,2,0,0,0,-.1466035,0,0,-1,0,0,17
127011,.5108256,-5,0,-.0953102,-1,2,1,2,0,0,0,.1625189,0,0,1,0,0,18
127011,-.4054651,5,0,0,0,2,3,2,0,0,0,.2113091,0,0,2,0,0,18
127011,2.772589,-6,0,-.0953102,-1,3,1,2,0,0,0,-.1823216,0,0,-1,0,0,19
127011,1.098612,-1,0,0,0,3,3,2,0,0,0,-.0870114,0,0,-2,0,0,19
127011,.7731899,-5,0,-.0953102,-1,4,1,2,0,0,0,.5108256,0,0,1,0,0,20
127011,-1.791759,-2,0,0,0,4,3,2,0,0,0,.6931472,0,0,2,0,0,20
127011,6.684612,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
127011,5.298317,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
127011,-.4054651,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
127011,.5108256,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
127011,.2876821,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
127011,0,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
127011,4.60517,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
127011,6.802395,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
139007,1.609438,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
139007,1.386294,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
139007,2.197225,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
139007,-4.60517,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
139007,.7731899,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
139007,-1.791759,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
139007,.7731899,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
139007,-1.791759,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
139007,1.029619,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
139007,-1.609438,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
139007,2.833213,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
139007,.6931472,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
139007,1.252763,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
139007,-.6931472,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
139007,2.014903,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
139007,.4054651,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
139007,0,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
139007,-6.214608,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
139007,-1.321756,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
139007,-2.70805,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
139007,-2.772589,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
139007,-1.673976,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
139007,-1.252763,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
139007,-1.94591,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
139007,.2231435,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
139007,-1.386294,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
139007,1.609438,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
139007,1.386294,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
139007,1.609438,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
139007,1.386294,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
139007,.1053606,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
139007,-2.197225,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
201107,6.906755,-5,-.6931472,-.3364722,-1,1,1,2,0,0,0,0,0,0,0,0,0,1
201107,0,5,-1.386294,-.1541507,0,1,3,2,0,0,0,0,0,0,0,0,0,1
201107,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,0,0,0,0,0,0,0,2
201107,0,0,-.6931472,-.0953102,0,2,3,2,0,0,0,0,0,0,0,0,0,2
201107,6.906755,-5,.6931472,-.1335314,-1,3,1,2,0,0,0,0,0,0,0,0,0,3
201107,0,5,1.386294,.3184537,0,3,3,2,0,0,0,0,0,0,0,0,0,3
201107,6.906755,-5,.6931472,-.5108256,-1,4,1,2,0,0,0,0,0,0,0,0,0,4
201107,0,5,0,.0953102,0,4,3,2,0,0,0,0,0,0,0,0,0,4
201107,6.906755,-5,0,.1625189,-1,1,1,2,0,0,0,0,0,0,-1,0,0,5
201107,0,5,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,5
201107,6.906755,-5,0,.0512933,-1,2,1,2,0,0,0,0,0,0,-2,0,0,6
201107,0,5,0,-.1112256,0,2,3,2,0,0,0,0,0,0,0,0,0,6
201107,6.906755,-5,0,.1625189,-1,3,1,2,0,0,0,0,0,0,-2,0,0,7
201107,0,-2,0,.1112256,0,3,3,2,0,0,0,0,0,0,-1,0,0,7
201107,6.906755,-5,0,.3566749,-1,4,1,2,0,0,0,0,0,0,-2,0,0,8
201107,0,5,0,.1335314,0,4,3,2,0,0,0,0,0,0,-2,0,0,8
201107,6.906755,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
201107,0,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
201107,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
201107,0,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
201107,6.906755,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
201107,0,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
201107,6.906755,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
201107,0,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
201107,1.098612,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
201107,-5.521461,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
201107,6.906755,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
201107,0,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
201107,1.098612,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
201107,-5.521461,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
201107,1.098612,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
201107,-5.521461,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
270098,2.890372,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
270098,0,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
270098,2.890372,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
270098,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
270098,2.772589,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
270098,1.098612,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
270098,1.540445,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
270098,0,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
270098,2.197225,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
270098,-4.60517,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
270098,6.856462,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
270098,3.912023,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
270098,2.890372,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
270098,0,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
270098,2.140066,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
270098,-.6931472,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
270098,0,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
270098,-.6931472,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
270098,.2231435,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
270098,-1.386294,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
270098,.2231435,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
270098,-1.386294,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
270098,.2231435,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
270098,-1.386294,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
270098,2.890372,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
270098,0,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
270098,2.890372,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
270098,0,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
270098,2.420368,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
270098,-1.386294,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
270098,3.806663,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
270098,1.386294,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
360107,2.772589,-5,-.6931472,-.3364722,-1,1,1,2,0,0,0,0,0,0,0,0,0,1
360107,1.098612,5,-1.386294,-.1541507,0,1,3,2,0,0,0,0,0,0,0,0,0,1
360107,.3184537,-5,0,-.0953102,-1,2,1,2,0,0,0,0,0,0,0,0,0,2
360107,-2.079442,0,-.6931472,-.0953102,0,2,3,2,0,0,0,0,0,0,0,0,0,2
360107,1.321756,-5,.6931472,-.1335314,-1,3,1,2,0,0,0,0,0,0,0,0,0,3
360107,-1.386294,5,1.386294,.3184537,0,3,3,2,0,0,0,0,0,0,0,0,0,3
360107,1.673976,-5,.6931472,-.5108256,-1,4,1,2,0,0,0,0,0,0,0,0,0,4
360107,-1.098612,5,0,.0953102,0,4,3,2,0,0,0,0,0,0,0,0,0,4
360107,3.86073,-5,0,.1625189,-1,1,1,2,0,0,0,0,0,0,-1,0,0,5
360107,.4054651,5,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,5
360107,3.455265,-5,0,.0512933,-1,2,1,2,0,0,0,0,0,0,-2,0,0,6
360107,-.4054651,5,0,-.1112256,0,2,3,2,0,0,0,0,0,0,0,0,0,6
360107,3.455265,-5,0,.1625189,-1,3,1,2,0,0,0,0,0,0,-2,0,0,7
360107,-.4054651,-2,0,.1112256,0,3,3,2,0,0,0,0,0,0,-1,0,0,7
360107,3.455265,-5,0,.3566749,-1,4,1,2,0,0,0,0,0,0,-2,0,0,8
360107,-.4054651,5,0,.1335314,0,4,3,2,0,0,0,0,0,0,-2,0,0,8
360107,0,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
360107,1.098612,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
360107,2.079442,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
360107,2.397895,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
360107,-.356675,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
360107,-1.203973,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
360107,.4700036,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
360107,.3364722,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
360107,0,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
360107,6.906755,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
360107,-6.214608,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
360107,0,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
360107,-5.521461,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
360107,1.098612,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
360107,-5.298317,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
360107,1.386294,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
470096,-6.214608,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
470096,0,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
470096,6.906755,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
470096,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
470096,0,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
470096,6.906755,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
470096,-6.906755,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
470096,-6.906755,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
470096,-6.906755,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
470096,-6.906755,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
470096,6.906755,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
470096,0,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
470096,.4054651,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
470096,-5.991465,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
470096,-.4054651,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
470096,-6.39693,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
470096,-6.906755,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
470096,-6.906755,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
470096,-6.906755,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
470096,-6.906755,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
470096,-6.906755,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
470096,-6.906755,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
470096,-5.703783,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
470096,.8472978,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
470096,-.4054651,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
470096,-6.39693,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
470096,6.214608,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
470096,6.214608,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
470096,-5.991465,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
470096,.4054651,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
470096,-.4054651,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
470096,-6.39693,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
570097,-.6257059,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
570097,-.2348396,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
570097,.3726753,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
570097,-.2559334,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
570097,-1.098612,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
570097,.6931472,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
570097,-.5108256,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
570097,-.9162907,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
570097,0,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
570097,2.079442,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
570097,-.8979416,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
570097,-.8109302,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
570097,.2876821,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
570097,0,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
570097,1.131402,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
570097,1.774952,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
570097,.926762,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
570097,.5520686,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
570097,-1.238374,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
570097,-1.836211,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
570097,-1.195239,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
570097,-4.330733,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
570097,.356675,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
570097,-.8472978,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
570097,.9162908,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
570097,.4054651,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
570097,0,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
570097,1.098612,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
570097,.2876821,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
570097,0,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
570097,.0454624,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
570097,-1.276293,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
700929,6.906755,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
700929,0,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
700929,6.906755,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
700929,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
700929,6.906755,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
700929,0,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
700929,6.906755,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
700929,0,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
700929,6.906755,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
700929,0,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
700929,6.906755,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
700929,0,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
700929,6.906755,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
700929,0,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
700929,6.906755,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
700929,0,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
700929,6.906755,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
700929,0,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
700929,-1.098612,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
700929,-6.620073,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
700929,0,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
700929,-6.214608,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
700929,0,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
700929,6.906755,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
700929,6.906755,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
700929,0,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
700929,6.906755,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
700929,0,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
700929,6.906755,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
700929,0,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
700929,6.906755,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
700929,0,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
700940,6.684612,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
700940,5.298317,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
700940,2.079442,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
700940,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
700940,1.098612,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
700940,0,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
700940,2.079442,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
